Date,VisTeam,VisRushingYards,VisRushingAttempts,VisPassingYards,VisPassingAttempts,VisPassingCompletions,VisPenalties,VisPenaltyYards,VisFumblesLost,VisInterceptionsThrown,Vis1stDowns,Vis3rdDownAttempts,Vis3rdDownConversions,Vis4thDownAttempts,Vis4thDownConversions,VisTimeofPossession,VisScore,HomeTeam,HomeRushingYards,HomeRushingAttempts,HomePassingYards,HomePassingAttempts,HomePassingCompletions,HomePenalties,HomePenaltyYards,HomeFumblesLost,HomeInterceptionsThrown,Home1stDowns,Home3rdDownAttempts,Home3rdDownConversions,Home4thDownAttempts,Home4thDownConversions,HomeTimeofPossession,HomeScore,Winner,WinnerTag
10/29/2017,USC,341,46,266,35,19,8,60,1,0,29,16,7,3,1,2043,48,Arizona State,79,30,278,31,18,10,99,0,1,15,12,1,2,1,1557,17,USC,USC43037
10/29/2017,UTSA,205,42,188,30,18,8,47,1,1,22,12,5,1,1,2065,31,UTEP,110,26,133,29,8,4,51,0,2,10,14,4,1,0,1535,14,UTSA,UTSA43037
11/1/2017,Bowling Green,227,46,174,19,14,10,73,0,0,18,12,5,2,1,1916,44,Kent State,144,32,140,35,16,5,55,1,3,20,12,3,4,2,1684,16,Bowling Green,BGSU43040
11/1/2017,Miami-OH,98,23,350,51,28,10,95,0,2,21,14,4,3,0,1715,28,Ohio,149,36,294,33,21,6,50,0,0,26,13,4,0,0,1885,45,Ohio,OHIO43040
11/2/2017,Central Michigan,164,35,243,31,12,6,57,2,0,15,14,3,0,0,1586,35,W Michigan,315,54,42,18,6,6,54,3,1,17,15,4,2,1,2014,28,Central Michigan,CMU43041
11/2/2017,Ball State,157,41,169,21,11,7,53,1,1,19,12,5,0,0,1911,14,Eastern Michican,225,40,263,22,15,3,30,1,0,24,12,9,0,0,1689,56,Eastern Michican,EMU43041
11/2/2017,N Illinois,185,40,245,44,24,7,45,0,2,25,17,8,2,1,1686,17,Toledo,166,40,361,31,23,4,35,1,0,23,13,4,1,1,1914,27,Toledo,TOL43041
11/3/2017,Marshall,128,41,253,39,20,7,37,0,4,21,18,8,4,3,2101,25,FAU,189,45,164,18,12,5,60,0,0,17,14,5,4,2,1499,30,FAU,FAU43042
11/3/2017,Navy,136,52,226,19,13,7,69,0,1,20,16,7,5,3,2015,26,Temple,104,28,289,30,22,6,50,0,1,20,13,8,0,0,1585,34,Temple,TEM43042
11/3/2017,Idaho,90,32,288,35,24,5,45,0,0,22,16,10,2,0,1973,21,Troy,183,36,212,31,20,9,87,1,1,20,12,7,1,1,1627,24,Troy,TROY43042
11/4/2017,Coastal Carolina,131,38,228,28,15,6,55,0,0,21,15,8,2,1,1862,38,Arkansas,259,35,264,25,16,5,52,1,0,21,9,3,1,1,1738,39,Arkansas,ARK43043
11/4/2017,Army,392,59,0,0,0,2,10,0,0,20,12,10,1,0,2120,21,Air Force,89,35,95,12,6,3,15,0,0,12,11,3,3,2,1480,0,Army,ARMY43043
11/4/2017,Auburn,228,52,268,27,20,3,34,0,0,23,14,6,1,0,2144,42,Texas A&M,143,34,200,33,16,2,20,0,0,13,18,6,2,1,1456,27,Auburn,AUB43043
11/4/2017,Nevada,142,29,160,37,24,2,25,0,3,17,14,5,2,1,1711,14,Boise State,140,35,339,34,25,6,60,0,0,24,14,9,1,0,1889,41,Boise State,BSU43043
11/4/2017,Baylor,120,39,335,30,24,7,60,0,0,20,16,7,2,2,2009,38,Kansas,126,33,163,36,19,4,30,1,1,15,16,3,3,2,1591,9,Baylor,BU43043
11/4/2017,Oregon State,104,31,195,26,14,9,99,0,0,18,13,5,1,1,1752,23,Cal,216,45,259,31,24,7,68,1,0,34,10,6,1,0,1848,37,Cal,CAL43043
11/4/2017,Cincinnati,208,35,248,27,18,12,123,0,0,19,11,4,0,0,1801,17,Tulane,132,35,196,24,17,6,39,0,0,16,12,4,0,0,1799,16,Cincinnati,CINN43043
11/4/2017,Clemson,224,35,191,38,20,3,23,0,1,19,16,7,2,2,1512,38,North Carolina St,153,34,338,50,31,6,69,0,2,27,13,3,3,2,2088,31,Clemson,CU43043
11/4/2017,UTSA,156,40,99,22,13,5,45,2,0,19,12,4,2,0,1765,7,FIU,100,37,215,25,18,6,75,2,1,18,13,5,2,1,1835,14,FIU,FIU43043
11/4/2017,Syracuse,149,40,314,55,31,2,20,0,1,21,25,11,3,1,1837,24,FSU,207,37,136,19,12,4,34,1,0,13,13,1,1,1,1763,27,FSU,FSU43043
11/4/2017,Georgia State,49,24,319,37,22,10,99,0,1,15,13,3,1,1,1587,21,Ga Southern,189,50,147,28,22,8,60,3,0,19,19,8,2,2,2013,17,Georgia State,GAST43043
11/4/2017,ECU,36,24,468,74,54,7,51,1,2,33,22,12,2,2,2423,27,Houston,142,26,330,22,15,4,34,0,0,16,9,5,0,0,1177,52,Houston,HOU43043
11/4/2017,OSU,163,30,208,34,18,9,95,0,4,20,10,4,1,1,1509,24,Iowa,243,38,244,32,21,5,34,0,0,24,12,5,2,1,2091,55,Iowa,IOWA43043
11/4/2017,Kansas State,145,36,263,28,18,6,46,0,1,24,11,6,0,0,1945,42,Texas Tech,122,31,405,53,34,8,79,0,1,26,18,11,2,1,1655,35,Kansas State,KSU43043
11/4/2017,Memphis,191,37,333,40,28,10,77,0,0,28,14,6,1,1,2047,41,Tulsa,145,35,157,31,18,14,103,0,1,17,14,4,1,1,1553,14,Memphis,MEM43043
11/4/2017,Florida,93,31,256,29,20,11,84,1,1,17,13,5,0,0,1839,16,Missouri,227,46,228,21,15,7,71,0,1,26,11,7,0,0,1761,45,Missouri,MIZZ43043
11/4/2017,Penn State,65,21,401,48,27,7,86,0,3,22,12,4,2,1,1551,24,Michigan State,74,24,400,56,33,8,87,0,1,25,18,10,1,0,2049,27,Michigan State,MSU43043
11/4/2017,Wake Forest,239,40,348,48,30,3,15,0,1,34,14,6,1,1,1687,37,Notre Dame,380,46,330,38,23,5,40,0,0,30,16,8,3,1,1913,48,Notre Dame,ND43043
11/4/2017,New Mexico St,119,33,503,49,31,8,55,2,0,26,16,6,0,0,1846,45,Texas State,163,36,400,53,33,4,47,3,1,30,15,5,1,0,1754,35,New Mexico St,NMST43043
11/4/2017,North Texas,212,42,203,36,22,4,45,0,1,26,15,9,1,1,1808,24,LA Tech,147,41,168,28,16,5,37,0,0,19,17,7,2,2,1792,23,North Texas,NT43043
11/4/2017,Northwestern,232,45,243,35,19,6,65,0,2,26,11,1,4,3,1700,31,Nebraska,112,31,225,38,21,7,68,0,3,21,15,5,3,2,1900,24,Northwestern,NW43043
11/4/2017,Charlotte,136,27,95,22,9,4,39,1,0,8,12,2,1,0,1256,0,Old Dominion,148,49,178,30,20,2,12,0,0,20,19,7,2,1,2344,6,Old Dominion,OD43043
11/4/2017,Ole Miss,91,26,382,41,31,7,65,0,0,25,13,6,1,1,1420,37,Kentucky,219,45,236,25,20,4,40,0,0,23,13,7,0,0,2180,34,Ole Miss,OLE43043
11/4/2017,Oklahoma,187,40,598,36,24,9,81,0,2,30,13,7,0,0,2141,62,Oklahoma State,213,34,448,54,28,5,40,1,2,32,16,7,4,3,1459,52,Oklahoma,OU43043
11/4/2017,Illinois,80,35,170,27,12,9,66,0,1,15,13,2,3,1,1776,10,Purdue,209,44,226,28,18,8,66,1,0,25,13,5,2,2,1824,29,Purdue,PUR43043
11/4/2017,Maryland,167,37,218,32,19,10,65,0,1,20,15,6,2,1,1866,24,Rutgers,239,46,107,18,8,6,49,1,1,21,14,8,1,0,1734,31,Rutgers,RUT43043
11/4/2017,Texas,9,26,254,44,21,6,65,0,0,14,18,4,4,1,1596,7,TCU,177,46,166,27,19,9,49,0,0,17,17,5,2,2,2004,24,TCU,TCU43043
11/4/2017,Rice,236,35,227,24,14,6,50,1,2,17,14,8,1,1,1849,21,UAB,242,36,197,21,20,1,15,0,0,21,11,9,0,0,1751,52,UAB,UAB43043
11/4/2017,UCF,203,36,412,40,23,5,32,1,2,23,15,4,2,1,1548,31,SMU,206,37,283,52,27,4,30,1,0,21,23,10,3,1,2052,24,UCF,UCF43043
11/4/2017,South Carolina,43,17,227,36,21,2,15,0,2,14,12,4,1,0,1298,10,Georgia,242,53,196,22,16,5,55,1,0,26,13,8,1,1,2302,24,Georgia,UGA43043
11/4/2017,Hawaii,131,28,269,47,24,6,65,0,0,23,16,7,0,0,1762,23,UNLV,131,42,281,31,20,4,36,0,1,23,16,7,3,2,1838,31,UNLV,UNLV43043
11/4/2017,USF,217,40,385,37,24,11,100,1,1,28,14,9,0,0,1831,37,UConn,148,41,176,28,21,2,20,0,1,22,14,7,2,1,1769,20,USF,USF43043
11/4/2017,Southern Miss,118,42,161,33,13,14,120,1,1,17,20,7,1,0,1867,10,Tennessee,95,38,115,21,10,3,29,0,0,14,13,2,1,0,1733,24,Tennessee,UT43043
11/4/2017,UCLA,134,32,115,16,11,5,40,1,0,12,12,3,0,0,1423,17,Utah,272,50,234,22,15,10,70,0,0,24,14,7,1,0,2177,48,Utah,UTAH43043
11/4/2017,Utah State,129,24,114,24,13,5,50,1,1,12,11,2,1,1,1253,24,New Mexico,265,57,75,22,12,9,63,4,0,21,17,6,2,1,2347,10,Utah State,UTSU43043
11/4/2017,Georgia Tech,220,52,179,22,6,6,45,0,2,16,17,6,2,1,1989,36,UVA,97,25,260,43,21,4,25,1,1,15,17,4,0,0,1611,40,UVA,UVA43043
11/4/2017,W Kentucky,-6,30,355,53,33,5,31,0,1,22,21,8,4,2,1949,17,Vanderbilt,174,35,220,21,14,6,54,1,0,19,11,5,0,0,1651,31,Vanderbilt,VAND43043
11/4/2017,Wisconsin,237,52,170,22,15,6,62,0,1,24,15,8,1,1,2363,45,Indiana,40,21,226,34,20,10,98,1,2,16,9,3,1,0,1237,17,Wisconsin,WIS43043
11/4/2017,Iowa State,101,29,249,40,27,3,30,0,1,23,14,6,1,0,1861,16,West Virginia,208,47,316,25,20,8,85,0,1,23,14,6,1,0,1739,20,West Virginia,WVU43043
11/4/2017,Colorado State,235,55,110,14,8,7,55,0,0,18,14,5,3,1,2247,13,Wyoming,156,34,138,20,10,1,5,1,0,18,11,5,0,0,1353,16,Wyoming,WY43043
11/4/2017,UTEP,89,32,48,23,10,6,60,0,0,6,16,2,3,2,1807,3,Mid Tennessee,210,36,190,30,13,9,92,0,1,18,16,6,2,2,1793,30,Mid Tennessee,#N/A
11/4/2017,UMass,127,32,223,28,15,5,55,0,1,12,13,3,1,0,1715,23,Miss St,254,45,139,26,14,5,63,0,3,21,11,4,2,1,1885,34,Miss St,#N/A
11/4/2017,LA-Lafayette,264,50,110,15,8,4,35,0,0,16,16,7,2,1,2069,19,South Alabama,87,28,281,42,23,6,49,0,2,23,13,5,2,1,1531,14,LA-Lafayette,#N/A
11/4/2017,Appalachian St,169,36,339,29,20,5,40,1,0,25,8,3,2,1,1757,45,UL Monroe,213,38,356,32,24,6,55,0,1,28,10,4,2,2,1843,52,UL Monroe,#N/A
11/4/2017,Stanford,93,27,105,20,9,4,20,0,1,9,12,3,0,0,1610,21,Washington St,93,29,337,48,34,4,25,0,1,25,16,7,1,0,1990,24,Washington St,#N/A
11/5/2017,Colorado,109,39,345,41,23,3,25,0,1,23,16,6,1,0,1610,30,Arizona State,381,54,202,34,18,1,5,0,0,27,17,7,2,1,1990,41,Arizona State,ASU43044
11/5/2017,LSU,151,42,155,31,15,5,30,0,1,16,19,9,1,0,2047,10,Alabama,116,36,183,24,11,1,11,0,0,14,14,5,0,0,1553,24,Alabama,BAMA43044
11/5/2017,BYU,122,27,214,43,23,3,25,1,0,21,14,7,2,0,1718,13,Fresno State,136,40,174,20,14,5,40,0,0,16,14,7,1,1,1882,20,Fresno State,FRES43044
11/5/2017,Minnesota,90,44,74,12,5,3,10,1,0,13,13,4,0,0,1945,10,Michigan,371,37,56,13,8,9,85,0,0,14,11,4,0,0,1655,33,Michigan,MICH43044
11/5/2017,San Diego State,554,71,94,7,6,4,25,1,0,31,13,11,0,0,2599,52,San Jose State,33,21,167,22,12,4,30,1,2,8,10,4,1,0,1001,7,San Diego State,SDSU43044
11/5/2017,Arizona,234,43,146,31,14,3,32,1,2,25,15,5,1,1,1565,35,USC,331,52,311,26,20,14,123,0,1,30,12,5,2,1,2035,49,USC,USC43044
11/5/2017,Oregon,247,55,31,13,7,5,50,1,1,16,16,7,1,0,1945,3,Washington,247,39,204,19,11,4,35,0,1,19,13,7,1,0,1655,38,Washington,WSH43044
11/5/2017,VT,102,43,197,32,20,4,60,2,2,22,14,3,3,0,1977,10,Miami (FL),219,35,210,23,11,7,66,0,3,21,8,3,1,0,1623,28,Miami (FL),#N/A
11/8/2017,Bowling Green,100,30,294,43,28,6,54,3,0,21,16,8,1,1,1632,28,Buffalo,176,40,406,37,23,6,51,2,0,26,12,5,1,1,1968,38,Buffalo,BUFF43047
11/8/2017,Akron,55,30,218,38,19,5,57,0,0,18,16,7,2,0,1779,14,Miami-OH,176,34,244,32,19,4,40,0,2,26,10,4,0,0,1821,24,Miami-OH,MIOH43047
11/9/2017,Eastern Michican,124,36,204,39,23,4,25,0,5,22,14,5,1,0,1935,30,Central Michigan,177,42,155,18,11,5,55,1,0,12,12,3,1,0,1665,42,Central Michigan,CMU43048
11/9/2017,Toledo,53,23,263,35,24,6,48,2,0,14,13,3,3,1,1603,10,Ohio,393,56,139,15,7,5,45,2,1,23,13,8,0,0,1997,38,Ohio,OHIO43048
11/9/2017,Kent State,162,37,119,24,13,6,56,2,2,12,14,3,1,0,1609,20,W Michigan,292,50,97,19,8,3,29,1,0,18,15,3,1,1,1991,48,W Michigan,#N/A
11/10/2017,UNC,96,32,270,32,21,7,65,0,0,21,12,5,1,1,1667,34,Pitt,265,45,142,17,11,1,15,1,0,25,9,4,0,0,1933,31,UNC,UNC43049
11/10/2017,Ga Southern,111,38,80,18,10,5,42,0,0,15,14,5,1,1,1715,6,Appalachian St,253,46,161,14,7,7,61,0,0,19,11,4,4,2,1885,27,Appalachian St,#N/A
11/10/2017,Ball State,83,43,162,30,19,4,50,0,1,16,18,6,0,0,2161,17,N Illinois,222,45,211,24,11,1,5,1,0,20,14,9,1,0,1439,63,N Illinois,#N/A
11/11/2017,Duke,89,33,164,30,19,4,43,1,1,22,12,7,2,1,1650,16,Army,226,57,42,1,1,6,49,1,0,17,10,5,2,1,1950,21,Army,ARMY43050
11/11/2017,Georgia,46,32,184,29,13,7,75,1,0,13,14,3,2,2,1614,17,Auburn,237,46,251,25,17,5,29,0,0,25,13,4,0,0,1986,40,Auburn,AUB43050
11/11/2017,BYU,265,42,160,22,14,2,20,0,0,24,10,2,2,1,1804,31,UNLV,122,34,325,33,20,6,75,0,2,21,14,6,3,2,1796,21,BYU,BYU43050
11/11/2017,FSU,21,24,208,32,13,4,55,1,1,12,13,3,2,0,1430,14,Clemson,227,52,151,30,20,7,80,2,0,24,15,8,0,0,2170,31,Clemson,CU43050
11/11/2017,FAU,194,33,221,17,14,2,22,1,0,19,7,2,2,2,1207,48,LA Tech,186,45,326,51,30,5,58,0,0,32,19,7,5,3,2393,23,FAU,FAU43050
11/11/2017,Georgia State,162,41,368,40,26,7,64,2,0,21,18,6,2,0,1885,33,Texas State,75,25,315,55,35,2,10,0,1,23,17,7,1,0,1715,30,Georgia State,GAST43050
11/11/2017,VT,105,36,153,26,14,4,42,0,0,14,15,4,4,2,1574,22,Georgia Tech,261,57,140,8,2,5,45,0,1,19,11,4,3,1,2026,28,Georgia Tech,GT43050
11/11/2017,Indiana,139,42,289,48,32,5,49,0,1,22,20,5,4,3,2065,24,Illinois,33,30,261,26,13,8,73,1,2,10,14,2,0,0,1535,14,Indiana,IU43050
11/11/2017,UVA,63,28,214,36,19,8,73,1,1,16,15,6,0,0,1801,21,Louisville,298,43,195,26,15,6,65,2,0,27,11,4,2,2,1799,38,Louisville,LOU43050
11/11/2017,Arkansas,142,34,176,33,16,5,59,0,1,17,15,5,2,0,1866,10,LSU,198,39,217,16,11,5,40,0,0,21,9,5,0,0,1734,33,LSU,LSU43050
11/11/2017,W Kentucky,34,19,334,42,28,6,63,1,1,21,11,4,2,1,1396,23,Marshall,144,49,190,28,17,7,69,0,1,22,16,7,2,1,2204,30,Marshall,MAR43050
11/11/2017,Michigan,160,38,145,18,9,1,10,0,0,16,11,4,0,0,1658,35,Maryland,180,32,160,38,18,7,59,0,2,15,16,3,4,3,1942,10,Michigan,MICH43050
11/11/2017,Nebraska,69,33,311,36,25,4,54,0,0,20,14,5,6,2,1865,21,Minnesota,409,45,105,16,9,3,35,0,0,24,9,5,1,1,1735,54,Minnesota,MINN43050
11/11/2017,SMU,165,31,261,30,16,7,65,0,2,21,11,5,1,1,1297,40,Navy,559,72,0,1,0,5,68,1,1,24,13,5,5,3,2303,43,Navy,NAVY43050
11/11/2017,San Jose State,173,55,129,22,11,6,67,2,3,23,14,3,1,1,1816,14,Nevada,176,44,265,28,20,8,70,0,0,20,16,8,0,0,1784,59,Nevada,NEV43050
11/11/2017,UTEP,100,32,131,32,16,7,59,0,1,15,15,4,2,1,1898,10,North Texas,259,39,213,35,23,4,40,1,0,27,13,8,3,2,1702,45,North Texas,NT43050
11/11/2017,Oklahoma State,146,37,376,31,25,9,105,0,0,23,13,5,1,1,1894,49,Iowa State,105,29,386,47,30,7,40,0,1,30,13,4,1,1,1706,42,Oklahoma State,OKST43050
11/11/2017,LA-Lafayette,228,31,199,35,18,6,50,0,0,21,13,3,1,1,1816,22,Ole Miss,223,43,418,36,28,2,20,0,1,30,13,10,0,0,1784,50,Ole Miss,OLE43050
11/11/2017,Michigan State,64,34,131,36,18,5,58,1,2,15,17,4,3,2,2084,3,OSU,335,42,189,23,15,2,27,0,2,25,12,7,0,0,1516,48,OSU,OSU43050
11/11/2017,Rutgers,157,39,43,20,7,4,41,1,0,10,15,3,4,2,1949,6,Penn State,90,31,214,21,16,4,20,0,0,18,9,4,0,0,1651,35,Penn State,PSU43050
11/11/2017,Arkansas State,66,33,299,45,28,7,40,2,4,23,15,6,1,1,1620,19,South Alabama,-3,32,343,46,25,9,81,1,0,18,20,7,1,1,1980,24,South Alabama,SAL43050
11/11/2017,Washington,135,33,190,23,17,7,73,1,0,20,8,2,2,0,1435,22,Stanford,195,44,211,27,16,5,50,0,0,21,18,10,1,1,2165,30,Stanford,STAN43050
11/11/2017,Florida,78,22,223,39,17,10,56,2,1,12,15,2,2,2,1459,20,South Carolina,220,47,249,29,19,3,26,1,3,24,13,5,2,1,2141,28,South Carolina,SUCK43050
11/11/2017,Temple,205,43,224,30,19,4,50,1,1,25,14,8,0,0,1937,35,Cincinnati,184,35,221,37,21,11,107,1,0,21,18,9,3,2,1663,24,Temple,TEM43050
11/11/2017,Kansas,96,35,268,43,27,5,45,1,3,19,19,7,1,0,1823,27,Texas,113,40,258,34,24,8,68,1,1,18,17,5,6,4,1777,42,Texas,TEX43050
11/11/2017,Troy,122,36,259,33,21,4,29,0,1,24,13,7,2,2,1731,42,Coastal Carolina,94,37,164,28,14,5,59,0,2,16,14,3,4,3,1869,17,Troy,TROY43050
11/11/2017,Texas Tech,91,30,246,29,24,6,64,1,0,18,10,4,1,1,1413,38,Baylor,106,29,417,63,43,6,65,3,1,31,19,11,3,1,2187,24,Texas Tech,TTU43050
11/11/2017,UConn,212,45,201,31,18,8,79,1,1,23,15,6,3,0,1935,24,UCF,173,35,346,38,25,10,84,1,0,22,16,8,2,0,1665,49,UCF,UCF43050
11/11/2017,Kentucky,232,47,195,17,13,9,61,1,0,21,12,5,0,0,2009,44,Vanderbilt,60,20,308,43,30,4,48,0,4,21,13,5,3,2,1591,21,Kentucky,UK43050
11/11/2017,USC,193,38,329,34,21,9,79,0,0,23,14,4,3,1,1890,38,Colorado,110,34,376,49,27,4,45,0,2,23,17,5,5,2,1710,24,USC,USC43050
11/11/2017,Southern Miss,186,36,331,31,22,10,86,0,0,28,9,5,2,2,1638,43,Rice,254,49,127,16,10,3,30,0,0,26,11,7,2,1,1962,34,Southern Miss,USM43050
11/11/2017,Wake Forest,371,51,363,38,25,10,62,1,0,33,16,8,2,2,1816,64,Syracuse,178,32,443,67,38,3,25,0,2,33,18,6,5,3,1784,43,Wake Forest,WAKE43050
11/11/2017,Iowa,25,26,41,24,8,5,32,2,1,5,13,0,1,1,1293,14,Wisconsin,247,49,135,18,11,6,54,1,3,18,13,5,0,0,2307,38,Wisconsin,WIS43050
11/11/2017,West Virginia,120,26,372,46,27,3,21,2,2,20,12,3,1,1,1439,28,Kansas State,173,42,159,26,13,5,61,0,2,14,15,2,0,0,2161,23,West Virginia,WVU43050
11/11/2017,Mid Tennessee,202,41,255,31,18,9,85,0,0,21,13,6,1,0,1932,35,Charlotte,98,32,258,30,18,7,78,0,1,16,13,3,2,0,1668,21,Mid Tennessee,#N/A
11/11/2017,Washington St,27,17,311,69,40,10,66,0,2,20,21,10,0,0,1981,33,Utah,62,36,305,40,21,7,69,3,4,27,12,4,0,0,1619,25,Washington St,#N/A
11/11/2017,North Carolina St,221,41,146,32,13,2,10,1,1,17,17,9,1,0,1828,17,Boston College,236,54,111,22,10,3,15,1,1,20,15,6,4,0,1772,14,North Carolina St,#N/A
11/11/2017,Maine,148,29,232,41,16,12,124,0,2,17,14,1,3,1,1711,31,UMass,100,36,355,39,21,13,96,0,0,23,14,3,3,1,1889,44,UMass,#N/A
11/12/2017,Oregon State,151,40,209,28,16,5,39,0,1,22,14,6,2,2,2029,28,Arizona,534,55,68,7,5,5,70,0,1,26,9,7,0,0,1571,49,Arizona,AU43051
11/12/2017,Alabama,202,38,242,19,10,5,60,0,0,19,10,3,1,1,1264,31,Miss St,172,49,158,24,13,4,30,0,0,22,15,8,0,0,2336,24,Alabama,BAMA43051
11/12/2017,Boise State,310,39,331,45,23,6,54,1,1,33,13,9,0,0,1466,59,Colorado State,261,52,309,43,29,2,19,1,1,33,16,8,1,1,2134,52,Boise State,BSU43051
11/12/2017,Fresno State,175,36,226,36,19,6,46,0,2,24,12,5,0,0,1864,31,Hawaii,118,37,154,31,18,4,36,1,1,16,15,7,2,1,1736,21,Fresno State,FRES43051
11/12/2017,Tennessee,146,36,139,32,16,4,36,2,2,16,14,4,1,1,1849,17,Missouri,433,53,226,30,14,7,60,0,1,29,13,6,0,0,1751,50,Missouri,MIZZ43051
11/12/2017,Purdue,40,22,398,61,38,5,50,0,1,22,19,7,4,1,1633,13,Northwestern,94,38,296,46,26,4,40,0,0,22,22,9,4,2,1967,23,Northwestern,NW43051
11/12/2017,Old Dominion,199,36,240,24,17,2,15,0,0,21,10,3,1,0,1595,37,FIU,164,35,323,50,35,9,84,2,0,27,18,7,3,2,2005,30,Old Dominion,OD43051
11/12/2017,TCU,155,32,269,29,14,7,60,0,0,19,13,4,1,0,1551,20,Oklahoma,200,41,333,27,18,4,29,0,0,21,13,5,2,1,2049,38,Oklahoma,OU43051
11/12/2017,New Mexico,120,42,24,17,7,2,19,0,1,11,14,4,0,0,2079,14,Texas A&M,63,23,499,43,30,6,69,0,0,25,11,5,0,0,1521,55,Texas A&M,TAMU43051
11/12/2017,Tulane,325,52,121,20,12,8,70,1,2,22,15,6,3,3,2051,31,ECU,161,32,228,53,25,2,20,0,1,24,18,8,5,2,1549,24,Tulane,TULN43051
11/12/2017,UAB,216,53,49,13,8,6,61,1,1,16,14,6,1,1,1894,24,UTSA,137,36,162,37,17,5,35,2,1,18,19,8,2,2,1706,19,UAB,UAB43051
11/12/2017,Arizona State,294,61,290,37,21,4,41,0,1,29,22,11,3,1,2168,37,UCLA,192,33,381,45,25,5,39,0,1,25,16,6,1,0,1432,44,UCLA,UCLA43051
11/12/2017,Wyoming,100,43,129,15,11,5,50,1,0,16,11,4,0,0,1699,28,Air Force,203,61,175,22,10,5,55,2,1,22,18,6,6,2,1901,14,Wyoming,WY43051
11/12/2017,Notre Dame,109,36,152,27,13,6,49,1,3,13,16,6,2,1,1561,8,Miami (FL),237,42,137,24,15,1,5,0,0,18,13,2,3,3,2039,41,Miami (FL),#N/A
11/15/2017,Central Michigan,152,30,298,23,15,7,60,1,1,16,9,3,0,0,1358,42,Kent State,174,47,320,30,16,10,109,1,1,25,14,5,4,0,2242,23,Central Michigan,CMU43054
11/15/2017,Ohio,282,43,113,23,10,2,19,1,2,23,12,2,2,1,1786,34,Akron,121,32,322,38,22,16,167,0,0,18,17,6,1,1,1814,37,Akron,ZIPS43054
11/16/2017,Eastern Michican,185,43,269,27,15,4,28,1,1,18,13,3,2,1,1875,27,Miami-OH,141,38,251,32,22,11,75,1,1,19,14,6,1,0,1725,24,Eastern Michican,EMU43055
11/16/2017,Toledo,389,53,248,20,14,8,74,0,0,32,9,5,2,0,2043,66,Bowling Green,82,33,309,31,18,9,102,0,1,21,12,5,2,0,1557,37,Toledo,TOL43055
11/16/2017,W Michigan,110,44,211,27,15,3,35,1,0,17,17,8,1,0,1982,31,N Illinois,248,49,64,11,6,7,65,3,0,17,12,7,0,0,1618,35,N Illinois,#N/A
11/17/2017,Buffalo,215,39,350,28,16,5,47,0,1,26,12,6,1,1,1837,40,Ball State,194,37,143,29,15,2,10,0,1,18,14,6,2,0,1763,24,Buffalo,BUFF43056
11/17/2017,Tulsa,166,55,191,28,14,7,46,0,0,22,21,8,3,2,1995,20,USF,279,45,142,28,11,6,60,1,1,21,15,6,0,0,1605,27,USF,USF43056
11/18/2017,Texas State,97,29,103,25,8,5,31,1,0,11,13,3,2,1,1233,12,Arkansas State,240,61,229,33,20,6,39,0,0,25,19,9,6,2,2367,30,Arkansas State,ARST43057
11/18/2017,Arizona State,286,49,167,19,12,7,71,1,0,24,14,7,0,0,1652,40,Oregon State,106,33,269,37,26,8,67,1,2,23,12,4,2,2,1948,24,Arizona State,ASU43057
11/18/2017,UL Monroe,116,41,217,36,16,3,14,1,2,16,20,8,2,1,1899,14,Auburn,317,48,235,24,18,5,41,1,1,25,10,5,1,1,1701,42,Auburn,AUB43057
11/18/2017,Mercer,107,39,54,22,7,2,10,0,3,9,16,5,3,1,2088,0,Alabama,265,42,265,18,14,1,5,2,0,22,6,4,0,0,1512,56,Alabama,BAMA43057
11/18/2017,Coastal Carolina,175,40,100,24,11,3,15,1,0,20,15,7,1,0,1922,13,Idaho,100,33,177,26,18,8,84,0,1,14,14,5,1,0,1678,7,Coastal Carolina,CCU43057
11/18/2017,San Jose State,131,33,208,33,17,2,10,0,1,16,14,5,2,0,1513,14,Colorado State,301,45,305,32,26,6,54,1,0,26,12,6,2,1,2087,42,Colorado State,CSU43057
11/18/2017,The Citadel,155,54,61,8,1,5,41,0,2,9,17,4,2,0,2189,3,Clemson,183,26,479,41,31,4,30,0,0,27,12,7,1,1,1411,61,Clemson,CU43057
11/18/2017,Georgia Tech,277,47,82,14,3,5,63,0,1,15,12,6,2,0,1676,20,Duke,319,51,181,28,19,1,15,0,0,30,12,5,2,2,1924,43,Duke,DUKE43057
11/18/2017,Cincinnati,139,31,187,28,15,10,90,0,1,17,10,3,1,0,1579,20,ECU,114,33,464,46,32,7,54,0,0,28,16,8,2,2,2021,48,ECU,ECU43057
11/18/2017,Fresno State,147,45,186,23,14,5,35,1,0,15,18,6,0,0,2132,13,Wyoming,77,28,231,33,20,3,15,2,0,12,14,2,3,1,1468,7,Fresno State,FRES43057
11/18/2017,Delaware State,15,24,177,33,13,3,9,0,2,6,16,3,3,1,1641,6,FSU,246,32,236,24,18,5,45,0,0,25,5,2,0,0,1359,77,FSU,FSU43057
11/18/2017,Iowa State,214,40,180,28,14,4,50,0,0,21,15,6,2,2,1733,23,Baylor,133,38,198,36,26,4,30,1,1,25,15,5,3,3,1867,13,Iowa State,ISU43057
11/18/2017,Rutgers,87,33,103,24,11,6,49,2,0,11,13,2,2,0,1619,0,Indiana,267,48,236,28,17,1,15,0,1,23,17,10,0,0,1981,41,Indiana,IU43057
