Date,VisTeam,VisRushingYards,VisRushingAttempts,VisPassingYards,VisPassingAttempts,VisPassingCompletions,VisPenalties,VisPenaltyYards,VisFumblesLost,VisInterceptionsThrown,Vis1stDowns,Vis3rdDownAttempts,Vis3rdDownConversions,Vis4thDownAttempts,Vis4thDownConversions,VisTimeofPossession,VisScore,HomeTeam,HomeRushingYards,HomeRushingAttempts,HomePassingYards,HomePassingAttempts,HomePassingCompletions,HomePenalties,HomePenaltyYards,HomeFumblesLost,HomeInterceptionsThrown,Home1stDowns,Home3rdDownAttempts,Home3rdDownConversions,Home4thDownAttempts,Home4thDownConversions,HomeTimeofPossession,HomeScore,Winner,WinnerTag
9/24/2017,Notre Dame,182,40,173,20,14,6,65,0,0,21,14,8,0,0,1557,38,Michigan State,151,32,345,53,32,9,97,2,1,26,19,11,2,1,2043,18,Notre Dame,ND43002
9/24/2017,UTEP,135,36,92,34,10,9,67,0,5,15,15,2,2,1,1825,14,New Mexico St,179,29,283,43,26,11,103,1,1,21,17,9,1,1,1775,41,New Mexico St,NMST43002
9/24/2017,UCLA,115,15,480,60,40,13,132,2,2,27,12,3,2,2,1400,34,Stanford,405,45,148,24,16,12,86,1,0,23,12,4,1,1,2200,58,Stanford,STAN43002
9/24/2017,Washington,254,39,160,21,11,3,20,0,1,20,10,5,0,0,1748,37,Colorado,120,43,191,30,22,3,35,0,3,20,15,7,1,0,1852,10,Washington,WSH43002
9/24/2017,Hawaii,170,38,280,40,29,10,96,0,2,24,15,6,3,2,2345,21,Wyoming,177,29,92,19,9,4,51,0,0,11,12,4,1,1,1255,28,Wyoming,WY43002
9/29/2017,Texas,141,52,171,26,19,10,76,1,1,19,23,11,1,1,2431,17,Iowa State,10,15,246,49,24,4,40,0,3,18,12,3,2,0,1169,7,Texas,TEX43007
9/29/2017,Miami (FL),139,35,270,26,15,5,59,0,1,19,12,4,1,1,1589,31,Duke,183,46,166,42,21,7,82,1,1,24,19,5,3,1,2011,6,Miami (FL),#N/A
9/30/2017,New Mexico St,11,14,344,38,23,6,29,1,1,18,9,5,0,0,1105,24,Arkansas,230,51,264,26,19,3,35,0,1,29,13,9,3,2,2495,42,Arkansas,ARK43008
9/30/2017,UTEP,152,37,110,18,9,5,50,0,0,16,12,5,1,0,1707,21,Army,353,50,80,7,3,6,47,0,1,22,9,5,1,1,1893,35,Army,ARMY43008
9/30/2017,Miss St,194,47,157,37,13,10,39,0,2,18,21,7,6,2,2060,10,Auburn,244,39,267,17,14,1,15,2,0,14,12,6,1,1,1540,49,Auburn,AUB43008
9/30/2017,Central Michigan,116,33,180,43,22,6,53,0,3,18,16,6,1,0,1894,8,Boston College,224,53,85,21,14,6,43,2,0,17,18,8,1,0,1706,27,Boston College,BC43008
9/30/2017,Buffalo,235,44,142,18,11,6,56,0,1,18,10,3,1,0,1816,27,Kent State,124,40,320,31,19,10,99,0,1,24,13,4,3,0,1784,13,Buffalo,BUFF43008
9/30/2017,Mid Tennessee,69,24,385,52,32,7,64,0,3,23,16,8,3,2,1861,20,FAU,252,50,187,29,22,4,27,0,0,29,12,4,4,3,1739,38,FAU,FAU43008
9/30/2017,Charlotte,349,49,155,28,16,5,40,0,0,23,14,5,2,2,2017,29,FIU,234,41,241,27,15,5,42,0,1,20,15,8,0,0,1583,30,FIU,FIU43008
9/30/2017,FSU,149,43,121,21,11,8,70,1,0,15,15,4,0,0,2081,26,Wake Forest,96,34,271,35,24,7,59,1,1,17,14,4,1,1,1519,19,FSU,FSU43008
9/30/2017,UNC,106,26,141,32,18,6,60,0,2,11,12,2,3,3,1285,7,Georgia Tech,403,66,53,10,5,1,5,2,0,22,16,8,3,3,2315,33,Georgia Tech,GT43008
9/30/2017,Houston,162,31,226,36,25,12,108,0,1,23,14,6,0,0,1715,20,Temple,142,37,182,42,20,10,83,0,3,22,16,4,4,3,1885,13,Houston,HOU43008
9/30/2017,Baylor,84,27,291,44,26,10,60,1,1,18,16,5,3,2,1853,20,Kansas State,225,43,119,17,7,6,45,1,0,19,11,4,0,0,1747,33,Kansas State,KSU43008
9/30/2017,Murray State,19,22,61,21,10,4,59,1,0,5,12,2,0,0,1329,10,Louisville,312,46,364,45,32,7,69,2,0,38,13,7,3,2,2271,55,Louisville,LOU43008
9/30/2017,Marshall,133,44,233,34,21,6,85,1,0,22,18,7,3,2,2351,38,Cincinnati,138,26,211,45,22,7,78,3,0,21,14,4,2,1,1249,21,Marshall,MAR43008
9/30/2017,Maryland,262,47,154,28,18,6,70,0,0,23,16,9,2,1,1935,31,Minnesota,80,31,229,26,13,3,29,0,2,18,12,5,1,1,1665,24,Maryland,MARY43008
9/30/2017,Iowa,19,25,207,32,17,7,47,2,0,11,14,4,1,1,1586,10,Michigan State,88,40,212,28,18,9,65,0,0,19,14,5,2,1,2014,17,Michigan State,MSU43008
9/30/2017,Navy,421,68,90,4,3,9,83,1,0,24,12,4,1,1,2378,31,Tulsa,229,39,115,18,12,5,40,0,0,12,14,6,2,0,1222,21,Navy,NAVY43008
9/30/2017,Miami-OH,115,33,262,37,19,9,90,1,1,19,15,6,2,0,2133,17,Notre Dame,333,39,170,23,10,5,60,0,0,21,13,5,2,2,1467,52,Notre Dame,ND43008
9/30/2017,Nebraska,165,38,246,24,17,5,70,1,0,23,11,7,1,1,1868,28,Illinois,93,37,106,16,10,5,49,0,1,15,12,5,0,0,1732,6,Nebraska,NEB43008
9/30/2017,North Texas,174,46,366,41,24,3,19,1,1,24,21,9,4,4,2193,43,Southern Miss,145,29,270,42,19,6,64,0,0,18,15,5,2,0,1407,28,North Texas,NT43008
9/30/2017,Ohio,293,40,181,24,13,7,69,0,0,25,11,5,0,0,1599,58,UMass,147,37,403,58,33,5,39,1,1,30,18,5,8,6,2001,50,Ohio,OHIO43008
9/30/2017,OSU,286,38,342,30,19,10,106,0,0,24,11,5,2,1,1474,56,Rutgers,117,41,92,27,11,10,80,0,2,13,18,6,1,0,2126,0,OSU,OSU43008
9/30/2017,Rice,55,23,222,32,15,4,37,0,3,14,13,4,0,0,1545,10,Pitt,69,33,410,34,28,2,25,1,0,24,11,6,1,0,2055,42,Pitt,PITT43008
9/30/2017,Indiana,177,47,175,32,15,2,20,3,1,19,18,7,2,1,1591,14,Penn State,39,37,331,37,24,2,7,0,1,20,18,6,1,1,2009,45,Penn State,PSU43008
9/30/2017,UConn,-8,36,408,28,22,5,42,1,0,18,13,3,4,2,1699,28,SMU,218,41,280,39,27,11,94,0,0,28,17,9,2,1,1901,49,SMU,SMU43008
9/30/2017,Arizona State,214,46,195,25,16,3,25,0,2,22,16,8,0,0,1935,24,Stanford,328,33,173,23,15,8,78,1,0,17,11,5,1,1,1665,34,Stanford,STAN43008
9/30/2017,South Carolina,23,26,256,30,17,2,10,1,0,14,13,2,1,0,1553,17,Texas A&M,237,49,159,27,19,5,47,1,0,20,16,7,0,0,2047,24,Texas A&M,TAMU43008
9/30/2017,Troy,206,42,157,28,16,5,35,2,0,16,18,10,2,2,2084,24,LSU,162,29,266,32,21,4,29,2,2,21,9,0,3,2,1516,21,Troy,TROY43008
9/30/2017,Memphis,75,24,321,49,27,3,20,1,3,25,12,4,4,1,1357,13,UCF,350,49,253,31,19,12,109,0,1,27,18,10,2,1,2243,40,UCF,UCF43008
9/30/2017,Vanderbilt,46,20,264,40,18,4,38,0,0,17,13,3,3,2,1440,24,Florida,218,51,249,26,17,9,64,0,0,23,16,7,3,3,2160,38,Florida,UF43008
9/30/2017,Georgia,294,55,84,17,7,6,65,0,1,20,16,9,0,0,2099,41,Tennessee,62,29,80,23,11,5,26,2,2,7,12,1,1,0,1501,0,Georgia,UGA43008
9/30/2017,Eastern Michican,13,27,299,47,27,5,50,1,2,20,15,4,1,1,1795,20,Kentucky,53,37,175,27,18,5,40,1,0,16,17,7,0,0,1805,24,Kentucky,UK43008
9/30/2017,Air Force,238,63,158,18,9,2,15,2,0,26,15,7,3,2,2117,38,New Mexico,363,41,146,9,4,7,65,0,0,16,9,4,0,0,1483,56,New Mexico,UNM43008
9/30/2017,USF,390,50,185,21,13,8,102,1,0,25,14,10,0,0,1649,61,ECU,108,36,306,46,21,6,58,0,2,23,18,8,3,2,1951,31,USF,USF43008
9/30/2017,BYU,210,46,186,29,12,8,55,3,4,20,14,4,3,0,1729,24,Utah State,112,44,176,30,16,4,38,0,1,14,21,7,2,0,1871,40,Utah State,UTSU43008
9/30/2017,Northwestern,25,34,219,45,29,5,50,0,2,20,15,3,3,2,1967,24,Wisconsin,109,37,197,20,11,5,47,1,2,13,11,3,0,0,1633,33,Wisconsin,WIS43008
9/30/2017,Texas State,135,52,127,23,11,3,22,1,1,16,18,6,2,1,1820,10,Wyoming,84,35,249,26,15,4,33,1,0,18,11,5,0,0,1780,45,Wyoming,WY43008
9/30/2017,Akron,178,40,183,25,14,1,5,2,1,19,13,6,2,1,1776,34,Bowling Green,181,41,195,38,24,8,77,2,2,17,18,6,2,2,1824,23,Akron,ZIPS43008
9/30/2017,Coastal Carolina,112,38,329,32,18,7,80,1,2,21,14,8,0,0,2001,43,UL Monroe,243,40,101,20,12,4,35,0,0,16,12,2,1,1,1599,51,UL Monroe,#N/A
9/30/2017,South Alabama,98,22,235,45,21,7,45,0,2,16,15,5,2,1,1674,16,LA Tech,162,33,317,39,24,3,11,1,0,26,11,2,1,1,1926,34,LA Tech,#N/A
9/30/2017,USC,163,29,164,29,15,9,80,1,1,15,11,2,1,1,1473,27,Washington St,122,30,340,51,34,6,59,0,1,23,18,8,1,1,2127,30,Washington St,#N/A
9/30/2017,Syracuse,59,30,385,48,30,12,93,0,1,20,17,7,5,3,1411,25,North Carolina St,256,47,206,34,21,6,49,0,0,29,12,3,2,2,2189,33,North Carolina St,#N/A
9/30/2017,Ball State,63,30,175,43,23,7,70,1,1,15,19,7,2,1,1909,3,W Michigan,169,43,245,21,15,5,50,0,0,21,13,7,0,0,1691,55,W Michigan,#N/A
10/1/2017,Ole Miss,88,26,165,29,14,3,30,0,2,11,13,0,2,0,1403,3,Alabama,365,51,248,24,15,7,60,0,0,26,15,7,3,3,2197,66,Alabama,BAMA43009
10/1/2017,Colorado State,259,37,351,22,18,3,25,0,0,25,11,8,0,0,1839,51,Hawaii,150,21,362,47,31,7,41,1,0,21,12,4,3,2,1761,21,Colorado State,CSU43009
10/1/2017,Clemson,146,43,186,21,12,4,20,0,0,14,16,6,1,1,1844,31,VT,90,28,252,45,30,4,31,1,2,17,15,4,5,3,1756,17,Clemson,CU43009
10/1/2017,Nevada,61,23,253,49,31,4,20,0,3,16,17,5,3,0,1372,21,Fresno State,192,38,312,33,25,8,61,2,1,22,11,1,2,2,2228,41,Fresno State,FRES43009
10/1/2017,Oklahoma State,221,44,376,38,27,8,78,0,1,32,11,6,0,0,1839,41,Texas Tech,54,26,330,46,29,8,63,0,1,25,12,5,1,0,1761,34,Oklahoma State,OKST43009
10/1/2017,Cal,8,29,255,43,23,4,37,2,0,17,18,4,3,1,1866,24,Oregon,328,56,131,22,17,10,110,0,1,23,14,6,0,0,1734,45,Oregon,ORG43009
10/1/2017,N Illinois,155,45,262,38,23,4,42,1,3,22,18,7,0,0,2067,28,San Diego State,127,36,136,20,10,10,126,0,0,10,14,1,1,1,1533,34,San Diego State,SDSU43009
10/1/2017,Colorado,191,38,243,38,17,6,53,0,0,24,16,4,3,2,1781,23,UCLA,95,35,372,45,28,9,85,0,1,25,16,9,2,1,1819,27,UCLA,UCLA43009
10/1/2017,San Jose State,147,33,315,49,30,7,60,1,2,30,16,7,2,1,1677,13,UNLV,345,52,203,16,11,6,55,0,0,25,13,9,0,0,1923,41,UNLV,UNLV43009
10/1/2017,Washington,216,41,293,34,26,3,21,0,1,32,14,9,1,1,2052,42,Oregon State,110,28,74,22,11,8,86,2,0,8,13,2,1,1,1548,7,Washington,WSH43009
10/4/2017,Arkansas State,65,35,316,26,12,5,55,1,4,19,12,5,0,0,1256,43,Ga Southern,333,63,160,18,10,7,63,2,2,24,15,3,2,0,2344,25,Arkansas State,ARST43012
10/5/2017,Louisville,116,29,354,48,26,10,69,0,1,25,16,9,1,0,1767,25,North Carolina St,153,39,367,32,20,6,50,1,0,23,12,5,1,1,1833,39,North Carolina St,#N/A
10/6/2017,Boise State,158,47,142,20,13,1,5,0,1,19,15,8,2,0,1941,24,BYU,66,23,172,37,20,3,35,0,2,12,14,5,4,1,1659,7,Boise State,BSU43014
10/6/2017,Memphis,231,45,480,55,39,12,104,0,0,34,20,13,3,2,2210,70,UConn,167,34,310,35,21,6,55,2,1,24,11,2,3,1,1390,31,Memphis,MEM43014
10/7/2017,Army,418,65,9,3,1,5,35,0,1,21,12,4,4,4,2168,49,Rice,200,37,146,21,9,3,33,5,1,17,11,4,1,1,1432,12,Army,ARMY43015
10/7/2017,Arizona,413,42,154,14,12,2,10,1,0,25,9,6,1,1,1446,45,Colorado,300,58,251,32,19,12,110,0,0,29,21,13,4,4,2154,42,Arizona,AU43015
10/7/2017,Ole Miss,83,30,346,51,34,4,30,0,0,23,18,8,2,1,1672,23,Auburn,326,51,235,21,14,3,30,0,0,25,16,9,1,1,1928,44,Auburn,AUB43015
10/7/2017,Alabama,232,44,123,22,13,6,50,1,0,16,14,4,1,1,1652,27,Texas A&M,71,40,237,29,19,6,45,2,1,16,14,3,4,2,1948,19,Alabama,BAMA43015
10/7/2017,Bowling Green,275,41,230,26,12,10,95,0,1,26,9,4,0,0,1454,37,Miami-OH,244,44,374,43,24,7,62,1,1,37,12,4,3,2,2146,29,Bowling Green,BGSU43015
10/7/2017,Central Michigan,68,31,249,35,25,8,78,0,1,18,12,5,1,0,1914,26,Ohio,190,39,160,31,17,5,28,3,1,22,15,10,0,0,1686,23,Central Michigan,CMU43015
10/7/2017,Colorado State,216,52,293,31,22,8,85,0,0,29,15,6,2,0,2232,27,Utah State,63,29,149,34,18,7,73,0,0,14,16,5,1,0,1368,14,Colorado State,CSU43015
10/7/2017,Wake Forest,133,35,203,30,14,4,25,0,0,16,16,4,3,2,1495,14,Clemson,190,48,263,41,29,9,79,1,1,25,19,9,3,3,2105,28,Clemson,CU43015
10/7/2017,Pitt,129,26,229,33,22,6,65,0,0,16,13,3,0,0,1518,24,Syracuse,135,42,365,49,33,9,58,0,0,26,20,8,5,3,2082,27,Syracuse,CUSE43015
10/7/2017,FAU,453,69,97,22,13,5,65,1,1,29,22,13,3,2,2076,58,Old Dominion,248,36,163,39,16,4,29,0,4,20,14,5,3,1,1524,28,FAU,FAU43015
10/7/2017,Fresno State,212,51,136,26,15,10,99,0,0,17,16,5,3,3,2221,27,San Jose State,108,33,97,26,15,9,78,2,2,12,13,5,1,0,1379,10,Fresno State,FRES43015
10/7/2017,Georgia State,91,40,273,30,18,6,45,0,1,22,14,8,0,0,1857,27,Coastal Carolina,127,32,239,26,18,7,58,0,0,17,11,4,1,0,1743,21,Georgia State,GAST43015
10/7/2017,SMU,147,26,397,59,41,9,95,0,2,30,14,5,2,1,1929,22,Houston,265,40,198,28,20,4,48,0,2,27,12,8,0,0,1671,35,Houston,HOU43015
10/7/2017,Illinois,200,30,246,45,22,5,50,1,3,20,16,8,2,0,1900,16,Iowa,191,38,250,34,18,3,18,1,1,20,15,7,2,1,1700,45,Iowa,IOWA43015
10/7/2017,Iowa State,81,32,368,27,20,3,17,0,0,21,10,4,2,2,1737,38,Oklahoma,190,35,323,34,25,6,59,1,0,28,10,6,1,0,1863,31,Iowa State,ISU43015
10/7/2017,Charleston So,134,44,0,10,0,11,85,0,0,6,14,1,1,0,1756,0,Indiana,157,45,321,41,32,7,60,2,1,25,17,8,1,1,1844,27,Indiana,IU43015
10/7/2017,LSU,216,48,125,16,9,5,46,0,0,18,14,6,0,0,2030,17,Florida,194,38,108,16,10,6,48,0,0,16,9,2,1,0,1570,16,LSU,LSU43015
10/7/2017,Marshall,212,42,192,28,19,5,30,2,0,23,14,6,1,0,2197,14,Charlotte,80,26,132,26,10,6,65,0,1,9,14,3,0,0,1403,3,Marshall,MAR43015
10/7/2017,Michigan State,158,40,94,22,11,11,81,0,0,13,14,2,1,0,1748,14,Michigan,102,39,198,35,16,7,53,2,3,17,17,5,1,1,1852,10,Michigan State,MSU43015
10/7/2017,Air Force,340,55,281,17,10,3,25,2,0,27,10,7,0,0,1652,45,Navy,471,57,86,12,4,4,35,0,0,22,14,7,1,1,1948,48,Navy,NAVY43015
10/7/2017,Notre Dame,341,57,146,31,17,10,80,0,2,27,16,5,4,3,2192,33,UNC,86,28,179,42,19,10,104,2,1,13,18,6,1,0,1408,10,Notre Dame,ND43015
10/7/2017,Hawaii,248,35,229,27,18,11,114,1,1,20,8,1,2,1,1741,21,Nevada,268,38,298,34,26,6,39,0,1,26,14,7,3,2,1859,35,Nevada,NEV43015
10/7/2017,Maryland,50,42,16,13,3,6,66,2,0,6,15,1,3,1,1656,14,OSU,281,50,303,36,23,8,85,2,0,33,12,7,1,1,1944,62,OSU,OSU43015
10/7/2017,Penn State,95,38,286,41,29,3,30,0,0,23,16,8,1,0,2044,31,Northwestern,67,30,198,43,23,8,74,1,2,15,19,5,4,2,1556,7,Penn State,PSU43015
10/7/2017,Minnesota,227,47,101,25,11,5,47,1,1,16,17,5,4,3,1968,17,Purdue,132,29,307,36,25,6,61,2,2,22,13,6,1,1,1632,31,Purdue,PUR43015
10/7/2017,San Diego State,302,46,172,24,14,4,19,1,0,27,12,7,0,0,2047,41,UNLV,106,31,177,28,12,5,49,0,0,12,14,4,2,0,1553,10,San Diego State,SDSU43015
10/7/2017,Stanford,196,31,188,24,13,9,84,0,0,14,13,4,0,0,1643,23,Utah,144,33,238,40,20,7,62,0,2,25,14,6,1,0,1957,20,Stanford,STAN43015
10/7/2017,Arkansas,106,32,224,37,20,4,25,2,2,19,14,6,0,0,1825,22,South Carolina,159,36,199,31,16,3,25,0,0,19,13,4,2,1,1775,48,South Carolina,SUCK43015
10/7/2017,West Virginia,142,39,366,45,25,2,25,1,1,28,18,7,4,3,1881,24,TCU,170,36,236,29,16,5,51,0,0,16,15,6,1,1,1719,31,TCU,TCU43015
10/7/2017,Temple,179,46,344,33,21,8,65,0,1,24,20,14,1,1,2240,34,ECU,34,22,253,38,20,8,96,0,1,15,13,3,2,1,1360,10,Temple,TEM43015
10/7/2017,Kansas State,140,39,254,23,14,7,70,0,1,16,11,2,0,0,1693,34,Texas,166,40,380,51,30,3,30,0,1,32,15,8,1,0,1907,40,Texas,TEX43015
10/7/2017,Eastern Michican,73,23,253,40,24,7,86,0,2,21,11,1,1,1,1498,15,Toledo,130,42,289,34,23,9,85,0,0,24,15,4,2,1,2102,20,Toledo,TOL43015
10/7/2017,Texas Tech,313,52,290,27,22,2,21,1,1,30,14,8,0,0,1872,65,Kansas,112,33,256,43,23,4,35,2,2,17,17,4,3,1,1728,19,Texas Tech,TTU43015
10/7/2017,Tulsa,139,28,273,20,12,4,36,1,1,16,6,0,1,0,982,28,Tulane,488,70,165,13,9,6,60,0,0,31,13,7,3,2,2618,62,Tulane,TULN43015
10/7/2017,LA Tech,154,34,209,29,17,10,95,0,0,21,12,5,0,0,1796,22,UAB,178,36,188,32,21,8,57,0,0,22,11,5,1,0,1804,23,UAB,UAB43015
10/7/2017,UCF,141,21,374,19,16,8,44,0,0,23,4,3,0,0,949,51,Cincinnati,113,26,278,40,23,9,74,0,1,21,15,9,1,1,1751,23,UCF,UCF43015
10/7/2017,Georgia,423,54,126,14,10,7,46,1,0,27,11,7,1,1,2063,45,Vanderbilt,64,22,172,31,17,5,25,0,0,11,15,6,2,1,1537,14,Georgia,UGA43015
10/7/2017,Missouri,213,33,355,43,22,7,55,2,0,24,17,8,1,1,1431,34,Kentucky,188,39,298,37,22,6,34,0,1,22,17,8,2,2,2169,40,Kentucky,UK43015
10/7/2017,Oregon State,122,36,197,29,16,7,69,2,1,16,15,5,2,0,1766,10,USC,184,37,328,36,24,4,46,2,1,26,13,6,2,1,1834,38,USC,USC43015
10/7/2017,Southern Miss,246,30,212,21,15,3,35,2,0,18,8,2,1,1,1433,31,UTSA,102,33,367,43,27,3,25,0,1,27,16,8,0,0,2167,29,Southern Miss,USM43015
10/7/2017,Duke,131,32,124,42,14,7,68,0,2,17,17,5,1,0,1513,21,UVA,128,38,182,43,24,7,67,0,2,21,18,8,2,0,2087,28,UVA,UVA43015
10/7/2017,VT,109,48,322,33,22,9,67,0,1,20,20,8,1,0,2043,23,Boston College,153,33,191,33,14,5,27,0,0,16,15,2,2,0,1557,10,VT,VT43015
10/7/2017,Wisconsin,353,49,113,17,9,8,78,0,1,19,11,6,0,0,2201,38,Nebraska,110,26,271,35,18,4,35,1,1,16,15,7,1,0,1399,17,Wisconsin,WIS43015
10/7/2017,Cal,-40,26,133,26,16,4,31,1,0,9,14,4,1,0,1524,7,Washington,162,38,215,42,27,6,40,1,0,22,20,12,1,1,2076,38,Washington,WSH43015
10/7/2017,Ball State,155,44,221,46,24,1,15,0,3,22,20,8,3,0,2020,3,Akron,134,31,249,31,18,2,15,0,0,19,12,4,1,0,1580,31,Akron,ZIPS43015
10/7/2017,Miami (FL),83,29,254,44,19,6,79,0,1,20,17,7,0,0,1501,24,FSU,203,43,203,28,17,7,65,0,2,22,15,5,0,0,2099,20,Miami (FL),#N/A
10/7/2017,W Kentucky,74,33,208,37,24,6,49,0,0,18,17,7,1,0,1618,15,UTEP,163,36,124,22,12,7,68,0,0,15,14,5,0,0,1982,14,W Kentucky,#N/A
10/7/2017,W Michigan,376,68,269,31,24,10,95,0,2,33,19,11,1,0,1861,71,Buffalo,86,33,597,61,35,8,64,2,0,30,19,9,0,0,1739,68,W Michigan,#N/A
10/7/2017,Washington St,87,25,282,42,24,6,74,2,0,19,14,2,0,0,1794,33,Oregon,132,45,145,27,15,10,95,1,2,13,17,2,3,0,1806,10,Washington St,#N/A
10/7/2017,LA-Lafayette,84,39,213,28,19,6,32,0,1,22,15,7,0,0,1805,21,Idaho,130,39,149,28,13,6,60,0,0,13,17,5,2,1,1795,16,LA-Lafayette,#N/A
10/7/2017,FIU,85,36,221,34,22,4,45,1,1,21,14,6,3,1,1840,17,Mid Tennessee,176,34,250,31,25,4,35,0,0,25,8,2,2,1,1760,37,Mid Tennessee,#N/A
10/7/2017,New Mexico St,176,42,356,50,27,10,57,0,6,28,16,7,1,0,2046,31,Appalachian St,350,38,75,22,11,11,81,1,2,17,10,2,0,0,1554,45,Appalachian St,#N/A
10/7/2017,Kent State,102,43,29,17,6,5,43,1,3,9,16,2,2,0,1800,3,N Illinois,152,50,114,22,13,7,59,1,2,15,17,5,1,1,1800,24,N Illinois,#N/A
10/7/2017,UL Monroe,156,41,433,37,24,6,57,0,0,24,16,7,2,1,2014,45,Texas State,181,39,205,25,14,7,39,1,0,18,13,3,1,0,1586,27,UL Monroe,#N/A
10/12/2017,South Alabama,48,44,176,20,11,8,90,0,1,12,16,5,2,0,2159,19,Troy,30,20,269,47,25,6,33,3,1,18,14,5,2,0,1441,8,South Alabama,SAL43020
10/12/2017,Texas State,106,44,219,25,14,1,0,2,1,19,14,5,1,0,1805,7,LA-Lafayette,135,38,232,27,17,5,34,0,0,19,14,6,1,0,1795,24,LA-Lafayette,#N/A
10/13/2017,Clemson,113,25,204,32,22,11,119,0,0,16,11,2,1,0,1508,24,Syracuse,162,50,278,33,20,12,100,1,0,28,19,8,2,2,2092,27,Syracuse,CUSE43021
10/14/2017,UNLV,266,39,145,27,12,2,20,1,1,15,14,5,1,0,1607,30,Air Force,401,78,72,8,4,5,56,4,0,30,12,6,4,3,1993,34,Air Force,AIR43022
10/14/2017,Eastern Michican,135,26,229,27,19,6,34,0,1,21,7,3,1,1,1378,27,Army,413,61,0,5,0,4,32,0,0,21,13,9,3,1,2222,28,Army,ARMY43022
10/14/2017,Coastal Carolina,195,38,231,29,13,6,40,1,0,23,11,3,0,0,1913,17,Arkansas State,189,37,286,37,24,6,59,0,0,27,15,9,0,0,1687,51,Arkansas State,ARST43022
10/14/2017,Arkansas,27,29,200,43,23,5,25,0,1,15,18,5,3,2,1773,9,Alabama,308,43,188,21,13,6,66,1,1,23,11,5,0,0,1827,41,Alabama,BAMA43022
10/14/2017,Boston College,364,59,191,28,12,1,10,0,1,27,18,9,1,1,1830,45,Louisville,293,36,332,39,19,4,30,1,1,25,15,5,2,2,1770,42,Boston College,BC43022
10/14/2017,Washington St,23,26,314,48,32,5,50,2,5,16,17,4,3,2,1970,3,Cal,106,32,259,38,21,8,75,0,0,18,17,7,0,0,1630,37,Cal,CAL43022
10/14/2017,Colorado,206,41,179,25,15,3,14,0,0,25,12,7,1,1,1460,36,Oregon State,280,46,289,37,20,9,79,0,1,30,15,10,0,0,2140,33,Colorado,COL43022
10/14/2017,Tulane,203,40,36,16,5,1,15,1,1,18,11,2,3,1,1390,10,FIU,218,44,220,31,17,11,105,0,2,23,14,6,2,1,2210,23,FIU,FIU43022
10/14/2017,FSU,228,40,197,21,18,7,51,0,2,23,13,6,0,0,2204,17,Duke,111,25,204,37,22,5,37,0,1,17,13,5,2,1,1396,10,FSU,FSU43022
10/14/2017,Georgia State,224,41,446,35,26,8,72,0,0,31,10,4,1,1,1861,47,UL Monroe,117,37,314,37,23,4,25,1,0,19,17,7,4,3,1739,37,Georgia State,GAST43022
10/14/2017,Kansas,62,33,44,26,11,8,75,1,1,5,17,2,2,0,1390,0,Iowa State,106,43,212,30,18,4,38,0,0,15,18,6,1,0,2210,45,Iowa State,ISU43022
10/14/2017,Miami-OH,161,34,174,30,12,7,40,0,2,19,13,3,1,1,1728,14,Kent State,167,44,161,18,10,3,39,0,0,12,17,7,1,1,1872,17,Kent State,KENT43022
10/14/2017,Auburn,189,44,165,26,9,6,26,0,0,17,15,3,2,0,1830,23,LSU,157,39,206,25,13,7,61,1,0,14,17,6,1,1,1770,27,LSU,LSU43022
10/14/2017,Old Dominion,81,36,116,27,14,6,55,1,1,13,15,4,1,0,1770,3,Marshall,195,40,176,23,12,3,25,0,0,18,15,7,1,1,1830,35,Marshall,MAR43022
10/14/2017,Navy,314,68,20,8,1,5,65,3,2,19,14,7,2,2,2224,27,Memphis,118,29,279,40,24,9,39,1,0,24,14,4,1,0,1376,30,Memphis,MEM43022
10/14/2017,Michigan,271,44,58,20,10,16,141,0,0,17,13,2,0,0,2109,27,Indiana,80,29,198,43,21,5,55,0,2,14,17,5,1,0,1491,20,Michigan,MICH43022
10/14/2017,New Mexico St,92,26,399,53,32,2,15,0,2,25,13,8,1,0,1704,35,Ga Southern,192,50,73,9,6,6,61,0,0,13,13,3,2,1,1896,27,New Mexico St,NMST43022
10/14/2017,UTSA,174,41,215,25,13,7,60,0,0,19,14,5,2,2,1901,26,North Texas,87,32,354,35,20,3,29,0,1,19,16,9,1,0,1699,29,North Texas,NT43022
10/14/2017,Northwestern,238,44,293,49,27,7,90,0,2,30,21,10,4,3,2157,37,Maryland,85,31,255,38,17,2,30,0,0,19,17,6,4,1,1443,21,Northwestern,NW43022
10/14/2017,Ohio,335,43,105,22,7,6,58,0,2,18,11,2,1,1,1686,48,Bowling Green,229,47,192,43,17,5,55,2,2,22,19,7,2,0,1914,30,Ohio,OHIO43022
10/14/2017,Baylor,219,46,168,36,14,5,39,1,2,23,18,7,2,0,2139,16,Oklahoma State,276,38,471,33,20,5,40,2,0,29,9,5,2,1,1461,59,Oklahoma State,OKST43022
10/14/2017,Vanderbilt,188,37,229,37,18,6,52,1,1,21,18,8,2,1,1909,35,Ole Miss,252,41,351,35,22,11,79,0,0,27,11,3,1,0,1691,57,Ole Miss,OLE43022
10/14/2017,OSU,279,47,354,39,31,7,53,0,0,41,13,10,3,2,2115,56,Nebraska,44,16,349,47,27,12,104,0,1,15,15,5,4,2,1485,14,OSU,OSU43022
